open,low,high,close,change_amount,change_percent,gregorian_date,jalali_date,date
22902000.0,22696000.0,23082000.0,22722000.0,455000.0,2.0,2023/07/22,1402/04/31,2023-07-22
23269000.0,22666000.0,23269000.0,23269000.0,547000.0,2.41,2023/07/23,1402/05/01,2023-07-23
23360500.0,23098000.0,23380000.0,23341000.0,72000.0,0.31,2023/07/24,1402/05/02,2023-07-24
23431500.0,23262000.0,23534000.0,23329000.0,12000.0,0.05,2023/07/25,1402/05/03,2023-07-25
23332500.0,23329000.0,23336000.0,23329000.0,,,2023/07/26,1402/05/04,2023-07-26
23351000.0,23257000.0,23440000.0,23262000.0,67000.0,0.29,2023/07/29,1402/05/07,2023-07-29
23703000.0,23244000.0,23728000.0,23678000.0,416000.0,1.79,2023/07/30,1402/05/08,2023-07-30
23965000.0,23645000.0,24012000.0,23918000.0,240000.0,1.01,2023/07/31,1402/05/09,2023-07-31
23811100.0,23420500.0,24305700.0,23857200.0,60800.0,0.25,2023/08/01,1402/05/10,2023-08-01
23902000.0,23405200.0,24081200.0,23670400.0,186800.0,0.79,2023/08/02,1402/05/11,2023-08-02
23666000.0,23539000.0,23728000.0,23604000.0,66400.0,0.28,2023/08/05,1402/05/14,2023-08-05
23591000.0,23509000.0,23666000.0,23516000.0,88000.0,0.37,2023/08/06,1402/05/15,2023-08-06
23461500.0,23375000.0,23516000.0,23407000.0,109000.0,0.47,2023/08/07,1402/05/16,2023-08-07
23546000.0,23407000.0,23585000.0,23507000.0,100000.0,0.43,2023/08/08,1402/05/17,2023-08-08
23512500.0,23456000.0,23530000.0,23495000.0,12000.0,0.05,2023/08/09,1402/05/18,2023-08-09
23495000.0,23495000.0,23495000.0,23495000.0,,,2023/08/10,1402/05/19,2023-08-10
23262000.0,23038000.0,23308000.0,23216000.0,279000.0,1.2,2023/08/12,1402/05/21,2023-08-12
23367000.0,23184000.0,23523000.0,23211000.0,5000.0,0.02,2023/08/13,1402/05/22,2023-08-13
23241000.0,23084000.0,23262000.0,23220000.0,9000.0,0.04,2023/08/14,1402/05/23,2023-08-14
23215500.0,23077000.0,23354000.0,23077000.0,143000.0,0.62,2023/08/15,1402/05/24,2023-08-15
23063500.0,22990000.0,23084000.0,23043000.0,34000.0,0.15,2023/08/16,1402/05/25,2023-08-16
23043000.0,23043000.0,23043000.0,23043000.0,,,2023/08/17,1402/05/26,2023-08-17
22854500.0,22632000.0,23077000.0,22632000.0,411000.0,1.82,2023/08/19,1402/05/28,2023-08-19
22926000.0,22632000.0,23054000.0,22798000.0,166000.0,0.73,2023/08/20,1402/05/29,2023-08-20
23202000.0,22798000.0,23214000.0,23190000.0,392000.0,1.72,2023/08/21,1402/05/30,2023-08-21
23186000.0,23114000.0,23209000.0,23163000.0,27000.0,0.12,2023/08/22,1402/05/31,2023-08-22
23184500.0,23128000.0,23239000.0,23130000.0,33000.0,0.14,2023/08/23,1402/06/01,2023-08-23
23130000.0,23130000.0,23130000.0,23130000.0,,,2023/08/24,1402/06/02,2023-08-24
23185000.0,22973000.0,23200000.0,23170000.0,40000.0,0.17,2023/08/26,1402/06/04,2023-08-26
23209000.0,22865000.0,23306000.0,23112000.0,58000.0,0.25,2023/08/27,1402/06/05,2023-08-27
23234500.0,23110000.0,23244000.0,23225000.0,113000.0,0.49,2023/08/28,1402/06/06,2023-08-28
23429500.0,23091000.0,23544000.0,23315000.0,90000.0,0.39,2023/08/29,1402/06/07,2023-08-29
23312500.0,23267000.0,23331000.0,23294000.0,21000.0,0.09,2023/08/30,1402/06/08,2023-08-30
23294000.0,23294000.0,23294000.0,23294000.0,,,2023/08/31,1402/06/09,2023-08-31
23710000.0,23594000.0,23786000.0,23634000.0,340000.0,1.46,2023/09/02,1402/06/11,2023-09-02
23754000.0,23604000.0,23800000.0,23708000.0,74000.0,0.31,2023/09/03,1402/06/12,2023-09-03
23678000.0,23604000.0,23731000.0,23625000.0,83000.0,0.35,2023/09/04,1402/06/13,2023-09-04
23625000.0,23625000.0,23625000.0,23625000.0,,,2023/09/05,1402/06/14,2023-09-05
23534000.0,23534000.0,23534000.0,23534000.0,91000.0,0.39,2023/09/07,1402/06/16,2023-09-07
23538000.0,23444000.0,23620000.0,23456000.0,78000.0,0.33,2023/09/09,1402/06/18,2023-09-09
23460500.0,23398000.0,23507000.0,23414000.0,42000.0,0.18,2023/09/10,1402/06/19,2023-09-10
23450500.0,23246000.0,23544000.0,23357000.0,57000.0,0.24,2023/09/11,1402/06/20,2023-09-11
23495000.0,23357000.0,23504000.0,23486000.0,129000.0,0.55,2023/09/12,1402/06/21,2023-09-12
23486000.0,23486000.0,23486000.0,23486000.0,,,2023/09/13,1402/06/22,2023-09-13
23388000.0,23281000.0,23431000.0,23345000.0,141000.0,0.6,2023/09/17,1402/06/26,2023-09-17
23472000.0,23297000.0,23541000.0,23403000.0,58000.0,0.25,2023/09/18,1402/06/27,2023-09-18
23368500.0,23244000.0,23403000.0,23334000.0,69000.0,0.3,2023/09/19,1402/06/28,2023-09-19
23284000.0,23200000.0,23334000.0,23234000.0,100000.0,0.43,2023/09/20,1402/06/29,2023-09-20
23234000.0,23234000.0,23234000.0,23234000.0,,,2023/09/21,1402/06/30,2023-09-21
23174000.0,23174000.0,23174000.0,23174000.0,60000.0,0.26,2023/09/23,1402/07/01,2023-09-23
23158000.0,23158000.0,23158000.0,23158000.0,16000.0,0.07,2023/09/25,1402/07/03,2023-09-25
23798000.0,22853000.0,23798000.0,22865000.0,293000.0,1.28,2023/09/26,1402/07/04,2023-09-26
22876000.0,22826000.0,22946000.0,22918000.0,53000.0,0.23,2023/09/27,1402/07/05,2023-09-27
22918000.0,22918000.0,22918000.0,22918000.0,,,2023/09/28,1402/07/06,2023-09-28
22530000.0,22406000.0,22851000.0,22611000.0,307000.0,1.36,2023/09/30,1402/07/08,2023-09-30
22604000.0,22445000.0,22611000.0,22505000.0,106000.0,0.47,2023/10/01,1402/07/09,2023-10-01
22505000.0,22505000.0,22505000.0,22505000.0,,,2023/10/02,1402/07/10,2023-10-02
22401000.0,22399000.0,22535000.0,22438000.0,67000.0,0.3,2023/10/04,1402/07/12,2023-10-04
22438000.0,22438000.0,22438000.0,22438000.0,,,2023/10/05,1402/07/13,2023-10-05
23045000.0,23045000.0,24472000.0,24446000.0,2008000.0,8.95,2023/10/07,1402/07/15,2023-10-07
24439000.0,24412000.0,24945000.0,24534000.0,88000.0,0.36,2023/10/08,1402/07/16,2023-10-08
24539000.0,23800000.0,24703000.0,23999000.0,535000.0,2.23,2023/10/09,1402/07/17,2023-10-09
24123910.0,23812000.0,24123910.0,23985000.0,14000.0,0.06,2023/10/10,1402/07/18,2023-10-10
23975000.0,23777000.0,24114000.0,23968000.0,17000.0,0.07,2023/10/11,1402/07/19,2023-10-11
23968000.0,23968000.0,23968000.0,23968000.0,,,2023/10/12,1402/07/20,2023-10-12
24128000.0,24031000.0,24250000.0,24075000.0,107000.0,0.45,2023/10/14,1402/07/22,2023-10-14
24049000.0,23324000.0,24049000.0,23468000.0,607000.0,2.59,2023/10/15,1402/07/23,2023-10-15
23465000.0,23465000.0,24022000.0,23973000.0,505000.0,2.15,2023/10/16,1402/07/24,2023-10-16
23968000.0,23968000.0,24680000.0,24375000.0,402000.0,1.68,2023/10/17,1402/07/25,2023-10-17
24363700.0,23691300.0,24872900.0,24179800.0,232200.0,0.96,2023/10/18,1402/07/26,2023-10-18
24163600.0,23900300.0,24487300.0,24139300.0,119700.0,0.5,2023/10/21,1402/07/29,2023-10-21
24252000.0,24033000.0,24252000.0,24061000.0,78300.0,0.33,2023/10/22,1402/07/30,2023-10-22
24109000.0,24068000.0,24354000.0,24331000.0,270000.0,1.12,2023/10/23,1402/08/01,2023-10-23
24310000.0,24303000.0,24643000.0,24592000.0,261000.0,1.07,2023/10/24,1402/08/02,2023-10-24
24578000.0,24571000.0,24885000.0,24765000.0,173000.0,0.7,2023/10/25,1402/08/03,2023-10-25
24783000.0,24691000.0,25543000.0,25287000.0,522000.0,2.11,2023/10/27,1402/08/05,2023-10-27
25273000.0,24809000.0,25312000.0,24966000.0,321000.0,1.29,2023/10/28,1402/08/06,2023-10-28
24950000.0,24703000.0,24966000.0,24857000.0,109000.0,0.44,2023/10/29,1402/08/07,2023-10-29
24837000.0,24818000.0,25187000.0,24961000.0,104000.0,0.42,2023/10/30,1402/08/08,2023-10-30
24964000.0,24910000.0,25139000.0,24987000.0,26000.0,0.1,2023/10/31,1402/08/09,2023-10-31
24989000.0,24968000.0,25234000.0,25167000.0,180000.0,0.72,2023/11/01,1402/08/10,2023-11-01
25162000.0,24576000.0,25162000.0,24659000.0,508000.0,2.06,2023/11/03,1402/08/12,2023-11-03
24636000.0,24633000.0,24834000.0,24696000.0,37000.0,0.15,2023/11/04,1402/08/13,2023-11-04
